url,name,price,was_price,discount,expected_price,mercari_price,profit,grade,is_new,is_price_down,notified
https://m.global.jdsports.com/product/blue-adidas-originals-newcastle-united-fc-202526-third-shirt/758952/,adidas Originals Newcastle United FC 2025/26 Third Shirt,2000,17000,88.2,0,9556,0,?,True,False,True
https://m.global.jdsports.com/product/white-adidas-celtic-202526-third-shirt/757317/,adidas Celtic 2025/26 Third Shirt,4000,15000,73.3,3500,0,-500,D,False,False,False
https://m.global.jdsports.com/product/white-score-draw-west-ham-united-92-retro-away-shirt/465676/,Score Draw West Ham United '92 Retro Away Shirt,5000,8000,37.5,0,0,0,?,False,False,False
https://m.global.jdsports.com/product/pink-puma-palermo-fc-202526-home-shorts/757124/,PUMA Palermo FC 2025/26 Home Shorts,5000,8000,37.5,3500,0,-1500,D,False,False,False
https://m.global.jdsports.com/product/black-adidas-manchester-united-fc-1990-92-away-sweatshirt/785200/,adidas Manchester United FC 1990-92 Away Sweatshirt,5000,8000,37.5,8500,0,3500,D,False,False,False
https://m.global.jdsports.com/product/white-score-draw-england-90-world-cup-retro-home-shirt/045477/,Score Draw England '90 World Cup Retro Home Shirt,6000,8000,25.0,8000,9556,2000,D,True,False,True
https://m.global.jdsports.com/product/white-score-draw-england-98-world-cup-home-retro-shirt-mens/370749/,Score Draw England '98 World Cup Home Retro Shirt Men's,6000,8000,25.0,8000,0,2000,D,False,False,False
https://m.global.jdsports.com/product/blue-hummel-tottenham-hotspur-fc-8587-away-shirt/749583/,Hummel Tottenham Hotspur FC 85/87 Away Shirt,6000,9000,33.3,8000,6919,2000,D,True,False,True
https://m.global.jdsports.com/product/black-adidas-celtic-202526-match-away-shirt/758946/,adidas Celtic 2025/26 Match Away Shirt,6000,24000,75.0,5000,0,-1000,S,False,False,False
https://m.global.jdsports.com/product/orange-umbro-rangers-fc-202526-fourth-shirt/777976/,Umbro Rangers FC 2025/26 Fourth Shirt,6000,17000,64.7,0,0,0,?,False,False,False
https://m.global.jdsports.com/product/red-puma-czechia-2026-home-shirt/778215/,PUMA Czechia 2026 Home Shirt,6000,17000,64.7,0,0,0,?,False,True,False
https://m.global.jdsports.com/product/black-puma-new-zealand-2026-home-shirt/778280/,PUMA New Zealand 2026 Home Shirt,6000,17000,64.7,0,0,0,?,False,False,False
https://m.global.jdsports.com/product/red-nike-poland-2026-away-shirt/789365/,Nike Poland 2026 Away Shirt,6000,18000,66.7,0,0,0,?,False,False,False
https://m.global.jdsports.com/product/blue-score-draw-england-93-retro-third-shirt/793223/,Score Draw England '93 Retro Third Shirt,6000,8000,25.0,8500,0,2500,D,False,False,False
https://m.global.jdsports.com/product/white-score-draw-scotland-96-away-shirt/133715/,Score Draw Scotland '96 Away Shirt,7000,9000,22.2,8000,0,1000,D,True,False,True
https://m.global.jdsports.com/product/blue-score-draw-scotland-98-retro-home-shirt/133722/,Score Draw Scotland '98 Retro Home Shirt,7000,9000,22.2,8000,0,1000,D,True,False,True
https://m.global.jdsports.com/product/multi-score-draw-scotland-90-fourth-retro-shirt/695085/,Score Draw Scotland '90 Fourth Retro Shirt,7000,9000,22.2,8500,0,1500,D,True,False,True
https://m.global.jdsports.com/product/blue-hummel-tottenham-hotspur-86-retro-away-shirt/702402/,Hummel Tottenham Hotspur '86 Retro Away Shirt,7000,9000,22.2,8500,7907,1500,D,True,False,True
https://m.global.jdsports.com/product/blue-umbro-west-ham-united-fc-202526-third-shirt/765729/,Umbro West Ham United FC 2025/26 Third Shirt,7000,16000,56.2,3500,0,-3500,D,False,False,False
https://m.global.jdsports.com/product/white-kappa-ogc-nice-202526-away-shirt/772016/,Kappa OGC Nice 2025/26 Away Shirt,7000,15000,53.3,0,0,0,?,False,False,False
https://m.global.jdsports.com/product/purple-macron-scotland-rugby-202526-away-shirt/754397/,Macron Scotland Rugby 2025/26 Away Shirt,8000,16400,51.2,3500,0,-4500,D,False,False,False
