url,name,price,was_price,discount,expected_price,mercari_price,profit,grade,is_new,is_price_down,notified
https://www.sportsdirect.com/karrimor-the-karrimor-run-tights-womens-451098#colcode=45109824,Karrimor The Karrimor Run Tights Womens,660,6600,90.0,2000,0,1340,S,False,False,True
https://www.sportsdirect.com/karrimor-womens-helium-slim-fit-walking-trousers-445009#colcode=44500915,Karrimor Women's Helium Slim Fit Walking Trousers,1400,13998,90.0,2800,0,1400,S,False,False,True
https://www.sportsdirect.com/karrimor-x-lite-running-tank-gym-vest-womens-450069#colcode=45006903,Karrimor X Lite Running Tank Gym Vest Womens,998,7998,87.5,1500,0,502,S,False,False,True
https://www.sportsdirect.com/karrimor-unisex-kids-sierra-waterproof-thermolite-insulated-puffer-jacket-448057#colcode=44805706,Karrimor Unisex Kids Sierra Waterproof Thermolite Insulated Puffer Jacket,2000,15998,87.5,3500,0,1500,S,False,False,True
https://www.sportsdirect.com/karrimor-womens-argon-weathertite-windproof-long-sleeve-waterproof-jacket-446036#colcode=44603618,Karrimor Women's Argon WeatherTite Windproof Long Sleeve Waterproof Jacket,3900,25998,85.0,3500,0,-400,S,False,False,True
https://www.sportsdirect.com/karrimor-womens-helium-windproof-dwr-full-zip-waterproof-jacket-446042#colcode=44604215,Karrimor Women's Helium Windproof DWR Full Zip Waterproof Jacket,3600,23998,85.0,3500,0,-100,S,False,False,True
https://www.sportsdirect.com/karrimor-mens-helium-waterproof-dwr-jacket-442047#colcode=44204718,Karrimor Men's Helium Waterproof DWR Jacket,3600,23998,85.0,3500,0,-100,S,False,False,True
https://www.sportsdirect.com/karrimor-womens-helium-slim-fit-walking-trousers-445009#colcode=44500918,Karrimor Women's Helium Slim Fit Walking Trousers,2100,13998,85.0,2800,0,700,S,False,False,True
https://www.sportsdirect.com/karrimor-mens-half-zip-windproof-hooded-long-sleeve-softshell-jacket-443032#colcode=44303218,Karrimor Men's Half Zip Windproof Hooded Long Sleeve Softshell Jacket,2100,13998,85.0,3500,0,1400,S,False,False,True
https://www.sportsdirect.com/karrimor-panther-trousers-junior-441641#colcode=44164103,Karrimor Unisex Kids' Panther Walking Trousers,1200,7998,85.0,2500,0,1300,S,False,False,True
https://www.sportsdirect.com/karrimor-marathon-socklets-mens-415377#colcode=41537701,Karrimor Marathon Socklets Mens,300,1998,85.0,0,0,0,?,False,False,True
https://www.sportsdirect.com/karrimor-hot-ice-mountain-boots-mens-182013#colcode=18201318,Karrimor Hot Ice Mountain Boots Mens,9700,63998,84.8,0,0,0,?,False,False,True
https://www.sportsdirect.com/karrimor-womens-lightweight-hooded-long-sleeve-softshell-jacket-447082#colcode=44708212,Karrimor Women's Lightweight Hooded Long Sleeve Softshell Jacket,2000,12798,84.4,3500,0,1500,S,False,False,True
https://www.sportsdirect.com/karrimor-sherpa-lined-fleece-jacket-womens-447162#colcode=44716218,Karrimor Sherpa Lined Fleece Jacket Womens,1600,9998,84.0,3500,0,1900,S,False,False,True
https://www.sportsdirect.com/karrimor-helium-shorts-mens-441393#colcode=44139318,Karrimor Men's Helium Walking Shorts,1800,11198,83.9,2000,0,200,S,False,False,True
https://www.sportsdirect.com/karrimor-duma-6-running-shoes-infants-girls-027122#colcode=02712218,Karrimor Duma 6 Running Shoes Infants Girls,1200,7398,83.8,2500,0,1300,S,False,False,True
https://www.sportsdirect.com/karrimor-quarter-run-sk-mens-704850#colcode=70485003,Karrimor Men's Quarter Socks,500,2998,83.3,800,0,300,S,False,False,True
https://www.sportsdirect.com/karrimor-lightweight-cargo-short-sn51-478912#colcode=47891202,Karrimor Lightweight Cargo Short Sn51,2200,11998,81.7,3500,0,1300,S,False,False,True
https://www.sportsdirect.com/karrimor-helix-trousers-womens-445050#colcode=44505003,Karrimor Helix Trousers Womens,2200,11998,81.7,3500,0,1300,S,False,False,True
https://www.sportsdirect.com/karrimor-running-club-joggers-mens-511012#colcode=51101215,Karrimor Men's Running Club Closed Hem Poly Joggers,1500,7998,81.2,2500,0,1000,S,False,False,True
https://www.sportsdirect.com/karrimor-super-lite-1-pack-ladies-socklet-415408#colcode=41540803,Karrimor Super Lite 1 Pack Ladies Socklet,300,1598,81.2,0,0,0,?,False,False,True
https://www.sportsdirect.com/karrimor-duma-6-running-shoes-infants-boy-027123#colcode=02712318,Karrimor Duma 6 Running Shoes Infants Boy,1400,7398,81.1,2800,0,1400,S,False,False,True
https://www.sportsdirect.com/karrimor-the-karrimor-run-tights-womens-451098#colcode=45109818,Karrimor The Karrimor Run Tights Womens,1300,6600,80.3,2000,0,700,S,False,False,True
https://www.sportsdirect.com/karrimor-kids-spiral-mid-waterproof-hiking-boots-060113#colcode=06011302,Karrimor Kids' Spiral Mid Waterproof Hiking Boots,6000,30000,80.0,3500,0,-2500,S,False,False,True
https://www.sportsdirect.com/karrimor-kids-mendip-waterproof-hiking-boots-060091#colcode=06009105,Karrimor Kids' Mendip Waterproof Hiking Boots,4400,22000,80.0,3500,0,-900,S,False,False,True
https://www.sportsdirect.com/karrimor-kids-mendip-waterproof-hiking-boots-060091#colcode=06009103,Karrimor Kids' Mendip Waterproof Hiking Boots,4400,22000,80.0,3500,0,-900,S,False,False,True
https://www.sportsdirect.com/karrimor-womens-helium-windproof-dwr-full-zip-waterproof-jacket-446042#colcode=44604206,Karrimor Women's Helium Windproof DWR Full Zip Waterproof Jacket,4800,23998,80.0,3500,0,-1300,S,False,False,True
