url,name,price,was_price,discount,expected_price,mercari_price,profit,grade,is_new,is_price_down,notified
https://m.global.jdsports.com/product/white-the-north-face-simple-dome-t-shirt/776523/,The North Face Simple Dome T-Shirt,3000,4800,37.5,1500,0,-1500,D,False,False,False
https://m.global.jdsports.com/product/grey-the-north-face-247-shorts/781440/,The North Face 24/7 Shorts,3000,8000,62.5,3500,0,500,D,False,False,True
https://m.global.jdsports.com/product/blue-the-north-face-graphic-reaxion-shorts/781451/,The North Face Graphic Reaxion Shorts,3000,9000,66.7,3000,3954,0,D,False,True,True
https://m.global.jdsports.com/product/grey-the-north-face-graphic-performance-t-shirt/781462/,The North Face Graphic Performance T-Shirt,3000,7000,57.1,1500,0,-1500,D,False,False,False
https://m.global.jdsports.com/product/black-the-north-face-mountain-athletics-shorts/793960/,The North Face Mountain Athletics Shorts,3000,9000,66.7,3500,0,500,D,False,False,True
https://m.global.jdsports.com/product/blue-the-north-face-mountain-athletics-pocket-t-shirt/756368/,The North Face Mountain Athletics Pocket T-Shirt,4000,8000,50.0,2500,0,-1500,D,False,False,False
https://m.global.jdsports.com/product/grey-the-north-face-performance-t-shirt/781439/,The North Face Performance T-Shirt,4000,8000,50.0,1500,0,-2500,D,False,False,False
https://m.global.jdsports.com/product/green-the-north-face-performance-t-shirt/781442/,The North Face Performance T-Shirt,4000,8000,50.0,1500,0,-2500,D,False,False,False
https://m.global.jdsports.com/product/grey-the-north-face-247-shorts/781456/,The North Face 24/7 Shorts,4000,9000,55.6,3500,0,-500,D,False,False,False
https://m.global.jdsports.com/product/blue-the-north-face-performance-t-shirt/781460/,The North Face Performance T-Shirt,4000,8000,50.0,1500,0,-2500,D,False,False,False
https://m.global.jdsports.com/product/grey-the-north-face-graphic-reaxion-shorts/781463/,The North Face Graphic Reaxion Shorts,4000,9000,55.6,3000,0,-1000,D,False,False,False
https://m.global.jdsports.com/product/green-the-north-face-fine-box-logo-t-shirt/796017/,The North Face Fine Box Logo T-Shirt,4000,5600,28.6,0,0,0,?,True,False,False
https://m.global.jdsports.com/product/blue-the-north-face-fine-box-logo-t-shirt/801615/,The North Face Fine Box Logo T-Shirt,4000,5600,28.6,0,0,0,?,True,False,False
https://m.global.jdsports.com/product/blue-the-north-face-247-all-over-print-camo-shorts/756362/,The North Face 24/7 All Over Print Camo Shorts,5000,9000,44.4,3500,0,-1500,D,False,False,False
https://m.global.jdsports.com/product/grey-the-north-face-247-emboss-14-zip-top/776500/,The North Face 24/7 Emboss 1/4 Zip Top,5000,10000,50.0,4500,0,-500,D,False,False,False
https://m.global.jdsports.com/product/grey-the-north-face-247-shorts/797351/,The North Face 24/7 Shorts,5000,8000,37.5,3500,0,-1500,D,False,False,False
https://m.global.jdsports.com/product/green-the-north-face-sunriser-shorts/781482/,The North Face Sunriser Shorts,6000,12000,50.0,4500,0,-1500,D,True,False,False
https://m.global.jdsports.com/product/black-the-north-face-sunriser-shorts/781483/,The North Face Sunriser Shorts,6000,12000,50.0,4500,0,-1500,D,True,False,False
https://m.global.jdsports.com/product/grey-the-north-face-tek-track-pants/761481/,The North Face Tek Track Pants,7000,15000,53.3,3500,0,-3500,D,False,False,False
https://m.global.jdsports.com/product/grey-the-north-face-mountain-athletics-fleece-track-pants/781447/,The North Face Mountain Athletics Fleece Track Pants,8000,16000,50.0,8500,0,500,D,False,False,False
https://m.global.jdsports.com/product/grey-the-north-face-tek-full-zip-hoodie/776489/,The North Face Tek Full Zip Hoodie,9000,18000,50.0,5800,0,-3200,D,False,False,False
https://m.global.jdsports.com/product/brown-the-north-face-tek-track-pants/776495/,The North Face Tek Track Pants,9000,15000,40.0,3500,0,-5500,D,False,False,False
https://m.global.jdsports.com/product/blue-the-north-face-performance-woven-jacket/776496/,The North Face Performance Woven Jacket,9000,19000,52.6,3500,0,-5500,D,False,False,False
https://m.global.jdsports.com/product/blue-the-north-face-red-box-joggers/781479/,The North Face Red Box Joggers,9000,18000,50.0,3500,0,-5500,D,False,False,False
https://m.global.jdsports.com/product/brown-the-north-face-trishull-jacket/776501/,The North Face Trishull Jacket,10000,22000,54.5,8500,0,-1500,D,False,False,False
https://m.global.jdsports.com/product/blue-the-north-face-performance-woven-jacket/776508/,The North Face Performance Woven Jacket,11000,19000,42.1,3500,0,-7500,D,False,False,False
